ID_patologia,TIPO DE PATOLOGIA,Descripción
Z000,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,CONTROL DE SALUD: EXAMEN MEDICO GENERAL ADULTO
Z001,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,CONTROL DEL NIÑO SANO - CONTROL DE SALUD
Z002,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,CONTROL ANTROPOMETRICO (PESO Y TALLA)
Z003,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,CONTROL DE SALUD DEL ADOLESCENTE
Z01,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,OTROS EXAMENES ESPECIALES EN PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO
Z014,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,CONTROL GINECOLOGICO
Z017,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMENES DE LABORATORIO
Z018,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,ECOCARDIOGRAMA
Z02,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMENES Y CONTACTOS PARA FINES ADMINISTRATIVOS
Z027,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,CERTIFICADO MEDICO: EXTENSION DE CERTIFICADO
Z03,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,SOSPECHA DE … (DISTINTAS ENFERMEDADES O AFECCIONES): OBSERVACION Y EVALUACION
Z032,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,OBSERVACION POR SOSPECHA DE TRASTORNO MENTAL Y DEL COMPORTAMIENTO
Z04,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMEN Y OBSERVACION POR OTRAS RAZONES
Z08,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMEN DE SEGUIMIENTO DE TUMORES MALIGNOS
Z09,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMEN DE SEGUIMIENTO DE ENFERMEDADES NO TUMORALES
Z10,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,(CDI/ESCUELA/ETC) CONTROL GRAL DE SALUD DE RUTINA DE SUBPOBLACIONES DEFINIDAS 
Z11,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS
Z114,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMEN DE PESQUISA ESPECIAL PARA EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
Z12,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMEN DE PESQUISA ESPECIAL PARA TUMORES
Z13,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES Y TRASTORNOS
Z20,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES","CONTACTO DE ENFERMEDADES TRANSMISIBLES (TEC, HIV, SIFILIS, ETC)"
Z21,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",PORTADOR H.I.V.
Z22,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",PORTADOR DE ENFERMEDAD INFECCIOSA
Z23,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",NECESIDAD DE INMUNIZACION CONTRA ENFERMEDAD BACTERIANA UNICA
Z24,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",NECESIDAD DE INMUNIZACION CONTRA CIERTAS ENFERMEDADES VIRALES
Z25,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES VIRALES UNICAS
Z26,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",INMUNIZACION REALIZADA
Z27,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",NECESIDAD DE INMUNIZACION CONTRA COMBINACIONES DE ENFERMEDADES INFECCIOSAS
Z28,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",INMUNIZACION NO REALIZADA
Z29,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON ENFERMEDADES TRANSMISIBLES",NECESIDAD DE OTRAS MEDIDAS PROFILACTICAS
Z30,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,ANTICONCEPCION - PLANIFICACION FAMILIAR - INCLUYE COLOCACION DE DIU
Z31,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,PROCREACION: ATENCION PARA LA PROCREACION
Z316,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,CONSEJO SOBRE PROCREACION
Z32,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,EXAMEN Y PRUEBA DE EMBARAZO
Z320,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,RETASO MENSTRUAL - SOSPECHA DE EMBARAZO - EMBARAZO NO CONFIRMADO
Z33,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,CONTROL PARA LECHE
Z34,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,CONTROL EMBARAZO - CONTRL OBSTETRICO
Z35,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,CONTROL EMBARAZO DE RIESGO
Z36,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,PESQUISAS PRENATALES
Z392,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD EN CIRCUNSTANCIAS RELACIONADAS CON LA REPRODUCCION,CONTROL PUERPERIO
Z43,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA PROCEDIMIENTOS ESPECIFICOS Y CUIDADOS DE SALUD,ATENCION DE ORIFICIOS ARTIFICIALES
Z48,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA PROCEDIMIENTOS ESPECIFICOS Y CUIDADOS DE SALUD,OTROS CUIDADOS POSTERIORES A CIRUGÍA
Z55,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS ECONOMICAS Y PSICOSOCIALES",PROBLEMAS RELACIONADOS CON LA EDUCACION Y LA ALFABETIZACION
Z56,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS ECONOMICAS Y PSICOSOCIALES",PROBLEMAS RELACIONADOS CON EL EMPLEO Y EL DESEMPLEO
Z57,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS ECONOMICAS Y PSICOSOCIALES",EXPOSICION AFACTORES DE RIESGO OCUPACIONAL
Z58,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS ECONOMICAS Y PSICOSOCIALES",PROBLEMAS RELACIONADOS CON EL AMBIENTE FISICO
Z59,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS ECONOMICAS Y PSICOSOCIALES",PROBLEMAS RELACIONADOS CON LA VIVIENDA Y LAS CIRCUNSTANCIAS ECONOMICAS
Z60,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS ECONOMICAS Y PSICOSOCIALES",PROBLEMAS RELACIONADOS CON EL AMBIENTE SOCIAL
Z61,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS ECONOMICAS Y PSICOSOCIALES",PROBLEMAS RELACIONADOS CON HECHOS NEGATIVOS EN LA NIÑEZ
Z62,"PERSONAS CON RIESGOS POTENCIALES PARA SU SALUD, RELACIONADOS CON CIRCUNSTANCIAS ECONOMICAS Y PSICOSOCIALES",OTROS PROBLEMAS RELACIONADOS CON LA CRIANZA DEL NIÑO
Z70,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS,"CONSULTA RELACIONADA CON ACTITUD, CONDUCTA U ORIENTACION SEXUAL"
Z72,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS,"PROBLEMAS RELACIONADOS CON EL ESTILO DE VIDA (ALCOHOL, DROGAS, ALIMENTACION, ETC)"
Z73,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD PARA INVESTIGACION O EXAMENES,ECOGRAFIA
Z71,PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CIRCUNSTANCIAS,"PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CONSULTAS Y CONSEJOS MÉDICOS, NO CLASIFICADOS EN OTRA PARTE"
